age,id,became_member_on,income,F,M,O,no_gender,orig_id
68,6682,20171231,64000.0,1,0,0,0,8c2e83342f5447e5b0414c6a3f32d53c
64,6683,20170731,61000.0,1,0,0,0,94e1eef711c34fcd9661a5703b3ce214
67,6684,20180622,110000.0,1,0,0,0,7227754af5ed4d9e94833eb9f1d9d543
79,6685,20170110,106000.0,1,0,0,0,d459b2efea2a4a0e81b2af58edfa5fdc
0,6686,20170731,,0,0,0,1,80e4d3544687470a81974b67d6dfd7bc
39,6687,20180324,73000.0,0,1,0,0,4e7cc49365484bdcb17cef7b9bf6476b
59,6688,20180512,31000.0,0,1,0,0,80dd8428e215496688f007494fff6600
0,6689,20160804,,0,0,0,1,b3b653c27e1d40139b88c05cedd25000
70,6690,20150729,105000.0,1,0,0,0,05bedc6bbcc64a41b1745f6efe00776d
92,6691,20160725,57000.0,1,0,0,0,f2c52d3d820c466aa70b414bf1b5510f
68,6692,20170602,51000.0,1,0,0,0,c28c139d78c94303a0a993e3731e789f
47,6693,20170827,60000.0,0,1,0,0,8b27a4a3a2454af2999ccf5bb8963ba6
59,6694,20170524,107000.0,1,0,0,0,4c0cb786ea8145a6a56a158dc1c858bd
74,6695,20171202,92000.0,0,1,0,0,38d70ac6778f4aeca33e219f0456d2e9
62,6696,20160324,92000.0,1,0,0,0,d79cbb76788a49af8c7c44dc09c2af0a
27,6697,20180504,47000.0,0,1,0,0,2096848bba8f49d98344be3fdc433798
35,6698,20170716,33000.0,0,1,0,0,e3325dbf54de4e3f805d856ec918b757
58,6699,20170107,83000.0,1,0,0,0,0a4153113a484ad8bf54b623d9ab3504
60,6700,20170714,51000.0,0,1,0,0,b6008b910a914fe89ccbd9f05154cdda
56,6701,20180616,46000.0,1,0,0,0,a3798355c8a2408d8c329b7f342a5fb7
64,6702,20150928,85000.0,1,0,0,0,f1bcf3081d46456696400dce6ca36e11
67,6703,20171028,39000.0,0,1,0,0,3504fbcd34474688ac705a18dbf6f9f9
77,6704,20171114,83000.0,1,0,0,0,d17651704645434c91e0758290ef14b0
53,6705,20160829,51000.0,1,0,0,0,b7def1464fc74f9bab085697158e890f
25,6706,20140820,36000.0,0,1,0,0,86a612903b4b4b3f982eeae088dee3cb
45,6707,20180718,33000.0,0,1,0,0,fa567c0ddb454659a45e923ec08c4d3a
70,6708,20171118,86000.0,1,0,0,0,997938e130bc4607a3649456a13d26a2
51,6709,20160810,86000.0,1,0,0,0,2a0f0b1bd6804dc8b6201760657ce20f
55,6710,20170819,31000.0,0,1,0,0,b36806a6317945bb8c59941d0f37a8f8
70,6711,20161026,94000.0,1,0,0,0,1561efceb87d412c904fd89698118fd5
52,6712,20180621,55000.0,1,0,0,0,937adf623da24ea1816eba6b4775f689
57,6713,20170213,78000.0,1,0,0,0,69d92a8045434be1aac3a9aede35d961
30,6714,20180601,64000.0,0,1,0,0,fd90af4b9b784b268efa9d349a762491
64,6715,20180616,48000.0,0,1,0,0,72a8eb3e9a40479faabc6be1b1bc872e
24,6716,20160718,57000.0,1,0,0,0,e3b6fba0f8f54dd4b06f045dcbff29bd
51,6717,20180707,88000.0,1,0,0,0,5e452db01ef54a7b8da1ca79eec02975
55,6718,20170828,42000.0,0,1,0,0,c0285385a0d6448a83451ac29ddb5e80
57,6719,20171018,73000.0,0,1,0,0,24cfb4077ad847f29a04b1299ebf40f6
50,6720,20170524,92000.0,0,1,0,0,293c579998c6419883d2014a26c49415
80,6721,20180623,50000.0,0,0,1,0,372e15317c034958918ebaeeccac4af0
56,6722,20171210,55000.0,1,0,0,0,19a08da2770940e0bfe301c1ef062b57
65,6723,20170815,44000.0,1,0,0,0,126c69fbba93498dbb0e353b27121ec9
0,6724,20150205,,0,0,0,1,8d857a9497b94b83852a5b71568b5781
33,6725,20180602,40000.0,1,0,0,0,d6b061ef911a456891d99909ac4069c5
88,6726,20150903,95000.0,1,0,0,0,2cef524a7be341e0b51ff1a3b1228a78
65,6727,20170924,58000.0,1,0,0,0,465719629b714c2ebdd2b55505a1a3fc
54,6728,20171230,44000.0,0,1,0,0,f5787b03240b4ac5964d921c0b808482
60,6729,20150620,69000.0,0,1,0,0,80940f2781e3428c922cd1fe2c8b490e
51,6730,20180320,34000.0,0,1,0,0,da015cc7032c47ce94beb397e34ddab7
57,6731,20171201,66000.0,1,0,0,0,fafea39b1b9046ef8b3441450d709436
62,6732,20170102,63000.0,0,1,0,0,930c6cd15edb4620ad557fe5e7bfeaac
58,6733,20160702,73000.0,0,1,0,0,c15cb865796d4edd963ff7165ebd89ef
0,6734,20170508,,0,0,0,1,037334c596b849cc8f8004e4e663b005
40,6735,20180124,74000.0,1,0,0,0,dfd0000b37b94c599d7d41c79defbec0
83,6736,20180513,67000.0,1,0,0,0,020cd0f8047142e18a754303f9337d53
64,6737,20160608,105000.0,1,0,0,0,2f6a5c576b1e4fa1b079500322ef096b
54,6738,20141120,48000.0,1,0,0,0,f8e1667028a44d4b969a55774352235d
90,6739,20180502,84000.0,1,0,0,0,1dd75afbc234487b9f1adbdb38e07179
68,6740,20170706,87000.0,1,0,0,0,f01dbd4bc34e4533853bd68e05023897
45,6741,20171015,57000.0,0,1,0,0,88dbd4e3b5514e43834f0e8edeeadace
0,6742,20180413,,0,0,0,1,b972e8204dfa438c852cab3a9f966a5e
73,6743,20180301,65000.0,1,0,0,0,da005d248ab2406c9cb95fc36840215b
18,6744,20180725,40000.0,0,1,0,0,2f31ca6bc8f741f2b1a809a38971d6bb
23,6745,20180713,35000.0,0,1,0,0,fe10aba544fe423480cae848d9a03919
62,6746,20151116,72000.0,1,0,0,0,395c07808e974aa7b2b5c2e80c944a7b
57,6747,20170926,52000.0,0,1,0,0,9b159098792f41a889eeecf69da1413a
55,6748,20180122,75000.0,1,0,0,0,f395ba6ec7d64a5880ceef5aefb7a23a
26,6749,20161124,74000.0,0,1,0,0,a32052af10d14dceb5c818f6d712da3c
65,6750,20171017,51000.0,1,0,0,0,fecbf0774931488781713494b726a121
36,6751,20170718,57000.0,0,1,0,0,ab93cbf928a3406dad452c7b4f148c5b
55,6752,20160105,77000.0,1,0,0,0,0f0c770d5eaa4ebe9ca67f8c5c240f76
38,6753,20180614,43000.0,0,1,0,0,15aed3a0e4254b22b554089abd1d129c
0,6754,20171112,,0,0,0,1,7ee8a34e3f45439695ce127e1d96894c
0,6755,20170507,,0,0,0,1,f092d429217c4a18a2c326971bbc4b7e
0,6756,20170906,,0,0,0,1,9b65915d051b405dbc7d81464f943f3d
0,6757,20171117,,0,0,0,1,e06ce8ddf1c24f588a96bb269bb2601e
72,6758,20180101,56000.0,0,1,0,0,50b72821aa1a459698ad47ff4058c1ed
67,6759,20170731,31000.0,0,1,0,0,1981c9ebfc3c4e1fa532035806a8c60e
25,6760,20180609,72000.0,0,1,0,0,daa458955682420da4321a2e9602ef34
80,6761,20170405,66000.0,1,0,0,0,48417b7360864a43b62877fc15d17af8
45,6762,20180621,55000.0,1,0,0,0,8acd6ccac3404cc2b84dca738d77db59
32,6763,20171015,58000.0,0,1,0,0,be732af3a7064964adc6aba76a79913e
18,6764,20180522,46000.0,1,0,0,0,4e3afc3a5bd54635b938093420edf973
58,6765,20151221,70000.0,0,1,0,0,a53e7bd4a5ed4f02a65ac0b4b3fc9234
61,6766,20170824,66000.0,0,1,0,0,0cfc8087b52b413f98f20f433ca54b23
76,6767,20160526,72000.0,1,0,0,0,ef769d2063a546cebd24efd876c3e638
67,6768,20150902,54000.0,1,0,0,0,b7e299731dee448db27d29340ab533f3
0,6769,20170820,,0,0,0,1,7a0f1a1c10d44463b5c5bf03048e30df
45,6770,20150831,87000.0,1,0,0,0,a75203da0a9b45dc968320ae331272c4
32,6771,20170726,32000.0,0,1,0,0,1bfcd756898445fbb1cf02cbe082b89e
44,6772,20141222,38000.0,0,1,0,0,c3c4b7cc91a84ad69708196a488a0aa7
88,6773,20160512,118000.0,0,1,0,0,2db368b372e4405aaed6b6904a9e2ec0
70,6774,20170819,67000.0,0,1,0,0,2f86acaa1362417ba1ac6fa2abf35998
56,6775,20171010,75000.0,0,1,0,0,af63cf0ed6ad4c458a03cb321927b463
75,6776,20171217,49000.0,0,1,0,0,84ea71fb031940868ed5fbe70fc67edd
0,6777,20160324,,0,0,0,1,8548baf4011c4e8b848d19cbe4010cfa
37,6778,20170804,58000.0,1,0,0,0,4bf5c6046fc54b788844c76c8b081daf
71,6779,20180125,39000.0,0,1,0,0,83cd960ba3094a70a854aaca8232510b
46,6780,20170905,56000.0,0,1,0,0,423dcd0eef994564a5eb93b450cd13c5
73,6781,20180207,36000.0,0,1,0,0,2a58f4504c2b49649502109d11143144
42,6782,20180724,53000.0,0,1,0,0,03fe8e9f855846c88fd01c4b7b147db7
34,6783,20161223,57000.0,0,1,0,0,4e3fa85725f141f6b4bf3bae3a485986
73,6784,20160817,63000.0,0,1,0,0,3ae61bb2d55341d082bddb6938d494db
65,6785,20170628,38000.0,0,1,0,0,8eab9be9b9d74cc98d1ae62eba6c9182
41,6786,20170820,79000.0,0,1,0,0,95ab36a8edbc4da1b166042d23f6ffa9
57,6787,20140117,60000.0,1,0,0,0,4c93b5932a95434d95305b8d2717bc87
0,6788,20160206,,0,0,0,1,20c22853b086441682af1fb7867e8381
52,6789,20160609,69000.0,1,0,0,0,7bfa3b9308be4d40a0d8ec4ca87df770
55,6790,20160816,88000.0,1,0,0,0,3a4874d8f0ef42b9a1b72294902afea9
25,6791,20160906,46000.0,0,1,0,0,e8aaf7b7bdaa4c52af69037ed8b17bab
67,6792,20180724,76000.0,1,0,0,0,352ecb6e34b347a6bda73ebcc684ed4f
0,6793,20170824,,0,0,0,1,20116a389d124791907f093f7d821ad4
0,6794,20160911,,0,0,0,1,99cae7986957410cb23cebba9054c97b
0,6795,20160323,,0,0,0,1,4c1ecfb16fab40e49431f48f9d0d3fbf
27,6796,20140415,33000.0,0,1,0,0,051006a0cddf40e0a973d9317c032086
0,6797,20171201,,0,0,0,1,13bb9b5a8be748d6ae7ed5ad3ce902a6
33,6798,20150125,55000.0,0,1,0,0,693f27280c58443eb4177ee91d67dfb9
66,6799,20150902,44000.0,0,1,0,0,d18b4182842948c0bb9c08234eedcd9e
71,6800,20160607,56000.0,0,0,1,0,938b5a03d00d4a7e8921e9f897bab608
58,6801,20160812,57000.0,0,1,0,0,534041374d564f06ad470c46a851464a
59,6802,20171204,93000.0,0,1,0,0,a8ba3395a9bd426aa931f4ffdc75ddce
75,6803,20171009,76000.0,0,1,0,0,f1bb78fd885e4682b68fc63a7b12f40b
46,6804,20160628,61000.0,0,1,0,0,dc00446915634ce8b159aab8878da029
28,6805,20171206,67000.0,0,1,0,0,744a1660071c48f2bb2d1d1d2fe162cf
18,6806,20180429,55000.0,0,1,0,0,f9db1f1cf337406bafbca5299809376e
78,6807,20160730,95000.0,0,1,0,0,dc736654f1fb4c499f907880699d1233
73,6808,20160103,92000.0,0,1,0,0,eefce44ec87640a499c1043a3cf32f31
40,6809,20131209,65000.0,0,1,0,0,ca7bb6b5974c44c0a6de4cc8c1c53cd8
51,6810,20131006,90000.0,0,0,1,0,751b883d5ea84c289686876ce968350b
35,6811,20160225,59000.0,1,0,0,0,ea0c00f10cfe4af4a197308ee893edc6
59,6812,20170529,58000.0,0,1,0,0,922e38dbc17344eb94c7cd0cd3ae8dcc
55,6813,20170313,85000.0,0,1,0,0,6ea211a1598745da8b477684e619fad2
73,6814,20170910,114000.0,1,0,0,0,20c89886415b4f97a374cee3ace34fae
55,6815,20150427,46000.0,0,1,0,0,72b40f47cf284501b0f32c6ec0bfd069
29,6816,20180529,59000.0,0,1,0,0,365c954d08074683a4bfa8a55f373f86
56,6817,20170820,83000.0,0,0,1,0,f626cb1552414edab2afdbf0c32c8476
69,6818,20170308,70000.0,1,0,0,0,65cc4124fc4c4007b7fa8c1052d2ede7
66,6819,20160811,83000.0,1,0,0,0,4bec2db791814ddfbc51ee4d7ccca5c4
28,6820,20150406,47000.0,0,1,0,0,51d24a88e6fb4395b670ec41ab687ad2
0,6821,20170603,,0,0,0,1,19c41c1e8dc749c0922d4bc1756b24df
94,6822,20170508,73000.0,1,0,0,0,54d83f2098c644179b836195324833a8
72,6823,20171002,62000.0,0,1,0,0,703e3ddbbb824a3f9cfd737dcc479743
19,6824,20171001,33000.0,0,1,0,0,2065e9227d294ed88eac6bab55304e9f
64,6825,20170910,57000.0,0,1,0,0,b4bbb32acdea46dbb6802bf35d4aa1cc
42,6826,20170111,45000.0,0,1,0,0,5b4d5dff4aa24812a05a86b616165b36
0,6827,20150521,,0,0,0,1,188555b1b0674d40b60c86f91fcd1afd
37,6828,20171214,30000.0,0,1,0,0,fcab73d6aea946eba8569dee5141738b
40,6829,20171203,37000.0,0,1,0,0,8cc382605ece4420a536e2123e05444b
21,6830,20160511,39000.0,0,1,0,0,670626b55bfb4ba39c85b27cc7cca527
45,6831,20160207,40000.0,1,0,0,0,2951d232091740aba36fffbe039f36ca
81,6832,20151002,53000.0,1,0,0,0,94f30e79709c4986b42a5a210c2bac4e
26,6833,20170828,61000.0,0,1,0,0,c6fcfe66873345fda7452c7d1d97724b
51,6834,20170702,76000.0,1,0,0,0,c77f073996314357b57c8765e85d0a01
60,6835,20170729,64000.0,0,1,0,0,6d1ebb4a12294423ae8511092abe9db8
29,6836,20171115,49000.0,0,1,0,0,4e46337117a043c181b644414d2aa5f7
76,6837,20170811,53000.0,1,0,0,0,ec22d5bea1034ad3b1ca8bca706ed4e3
37,6838,20150117,62000.0,1,0,0,0,3579056d94644a9481e05012b48fe252
49,6839,20171225,51000.0,1,0,0,0,6a8bb00f18204adb8a7c73d60f503853
0,6840,20180713,,0,0,0,1,4149aac56c0b4732b0329762e50772a2
45,6841,20170828,48000.0,0,1,0,0,2d585be7e0224c54a6c5525f703a48c6
60,6842,20180619,35000.0,0,1,0,0,ab32ed59e5c14ab8b333db3dadf044aa
49,6843,20180405,61000.0,0,1,0,0,b9c26aa2fdd948cd80ba0fec010a16ba
57,6844,20160422,93000.0,1,0,0,0,61ab10334b19403a9afb9e02ad05c08b
76,6845,20140304,70000.0,0,1,0,0,9ac56967925a4c33bd7a256a140ca46e
52,6846,20161009,72000.0,0,1,0,0,5051dacd105a4660b161bb23ad545134
25,6847,20130813,62000.0,0,1,0,0,29429c50dbba41029257421ba4135139
98,6848,20160726,91000.0,1,0,0,0,96335586a1a645e8918f6810a1fc1375
24,6849,20171004,50000.0,0,1,0,0,63996e7147c44a208bfdcd92ef0f49f7
26,6850,20170731,67000.0,0,1,0,0,bd40b5d8818e40bba31a9c1195255017
0,6851,20170228,,0,0,0,1,59f48fff1cda434b94c1349c9ecc4eda
19,6852,20180210,31000.0,0,1,0,0,cb05753845764558b432e0349408c6e2
0,6853,20171107,,0,0,0,1,55811043f42641c592b33636df6ce68f
58,6854,20170708,89000.0,0,1,0,0,41ec861919494c089c4ff9ddad44bc4d
0,6855,20170901,,0,0,0,1,b116182f9e4340289333ba742a1d53a1
0,6856,20180228,,0,0,0,1,13f008569291473d95738e89ad15345d
61,6857,20170220,79000.0,0,1,0,0,2c4f8a7e0933415ca5ceda66946c1255
32,6858,20171123,59000.0,0,1,0,0,0340f0361285411ab60a24823b020112
45,6859,20180706,89000.0,1,0,0,0,d841103ad25f4103bb3d93989f3dad32
0,6860,20151030,,0,0,0,1,92c64373cec54b3aa85401d0c2134893
79,6861,20160229,57000.0,1,0,0,0,02eba2268a3640bb8e85880e12617c5f
76,6862,20180502,65000.0,1,0,0,0,af1447ec7d6b4fef9998a831aedd3102
58,6863,20161207,57000.0,1,0,0,0,28b3976a307449579b63b27029baae63
74,6864,20180303,66000.0,0,1,0,0,614abc1d5cfa4e0a8c60ef2c87f71143
66,6865,20170921,75000.0,0,1,0,0,3ff81199253748819121dcd14361b248
26,6866,20171010,37000.0,1,0,0,0,ad37608a05a9453d8439806e90962c59
74,6867,20160427,71000.0,0,1,0,0,4a36af35403c411ab8ae52cee940b624
61,6868,20150714,58000.0,1,0,0,0,f473bfcb688e4c42be46bb9441577e06
54,6869,20180425,78000.0,1,0,0,0,a56c43781fd04fbba019f14c451bc655
76,6870,20170924,85000.0,1,0,0,0,96478f7e1a44473f8e29342139a0b836
58,6871,20170919,38000.0,0,1,0,0,9f6b1e6057cc413ea67c1f194f0d977d
0,6872,20180427,,0,0,0,1,0193c118afe84208b33ffeb1dcb277d8
87,6873,20160905,42000.0,0,1,0,0,62d72f03f21c4cdb9f43b6d5bfa005c5
84,6874,20170915,112000.0,1,0,0,0,946eee504439450a8b38ef5009b688c6
71,6875,20160626,88000.0,1,0,0,0,8465309631bd485dabc3b1c207f7dfd6
74,6876,20170413,72000.0,1,0,0,0,c65b8b01378941d386c6e23adb02edcf
37,6877,20160731,62000.0,0,1,0,0,6e81b647b6d84966b63e0d4fc45fc4f6
76,6878,20170826,42000.0,0,1,0,0,8c21762e5c1c4ea881f6a9989116b058
62,6879,20160530,111000.0,1,0,0,0,edb1301a79144e64ac659b2e7b6628c9
56,6880,20161031,81000.0,1,0,0,0,7b0feb2ed3d340ceadb37a19e884c382
0,6881,20170822,,0,0,0,1,f17b345f640d4b2aa68329b81a6139a3
47,6882,20171005,34000.0,0,1,0,0,83168b0328154e1e8219da9488f2dc7c
76,6883,20171121,60000.0,0,1,0,0,ed13e0d6193242389970af84c517d3f6
87,6884,20171130,97000.0,1,0,0,0,b838fca43cb64974b252dda18a6f767a
76,6885,20170802,43000.0,0,1,0,0,e8655d5b4b36460b9e1a62bbb8e835f7
70,6886,20160114,53000.0,0,1,0,0,6654aee73c3b477da42ca1b585562e95
28,6887,20170703,35000.0,0,1,0,0,774d4dd8316449afb52b3121f296aec6
57,6888,20161008,74000.0,0,1,0,0,b50988649f544a49837147fab2865fc9
77,6889,20170317,61000.0,0,1,0,0,f694568bf7d94b74b98a4c824b9c4a13
58,6890,20180507,34000.0,0,1,0,0,ec65e9186cd449908f63cbbaa16843fb
94,6891,20170726,95000.0,0,1,0,0,a0aa2dbb521e4389b34d0c29a2a77286
34,6892,20170214,44000.0,1,0,0,0,f3744c73f14f4ceaa1f9059aa34087d1
23,6893,20171129,54000.0,1,0,0,0,dead5bb271584b079a521e8ab19b1cab
89,6894,20171016,38000.0,1,0,0,0,4b54746836c34bc9a0db105b7d144de8
44,6895,20170811,54000.0,0,1,0,0,a9b2b6471a0b4e4ca8b645dff2a92b9f
58,6896,20151210,88000.0,1,0,0,0,36e34555c04b4996856a9cdb83f701f7
64,6897,20180218,50000.0,0,1,0,0,566e10b4f3a34accbe28f4de00a24d03
54,6898,20180308,70000.0,0,1,0,0,024218e67fa549a4a0a99b32b7b6fbf9
33,6899,20160123,74000.0,0,1,0,0,30ebcea068b94518b2e5c7f4bdb6b142
58,6900,20170408,50000.0,0,1,0,0,72701f155fdd41698c130081571d9680
25,6901,20180425,36000.0,0,1,0,0,8b9d8c10bfd24944bede476aa86a5a85
29,6902,20151006,32000.0,0,1,0,0,8fcb585e133e4905bf90587609d01f49
100,6903,20171231,71000.0,1,0,0,0,85f4e5ea5c0044619482bfe16ae32c01
21,6904,20171103,44000.0,0,1,0,0,9e181c88e30e46208b6d6acc0d285570
54,6905,20180207,56000.0,0,1,0,0,276f46b068304479b621af1a0dcc6f95
45,6906,20170823,40000.0,1,0,0,0,0517e2aca44d4327875c3bb8478e492e
23,6907,20130906,52000.0,1,0,0,0,80e68e62c02847f784266d7d6f0e75f5
58,6908,20180721,47000.0,1,0,0,0,03ff3cf4aec84162be697c28346bdd5a
60,6909,20161015,97000.0,0,1,0,0,7c0744d096494b7f9f7277a2cf04272a
0,6910,20170802,,0,0,0,1,70d5c21942ec4302b6d83794e92f3a62
64,6911,20160511,43000.0,1,0,0,0,e3f38d5e936d4e0ba551f33412e8f404
46,6912,20170206,49000.0,1,0,0,0,1765353e2e2c492a9224bbfd67f500e8
58,6913,20151210,82000.0,1,0,0,0,8e6a1fd8b5fb499ba8e765db85803e7d
31,6914,20171124,51000.0,0,1,0,0,fb3432c746a146298ba972d23b92687a
73,6915,20180205,31000.0,1,0,0,0,52bba0edb9fd44459b6a72c1a6d0752c
47,6916,20170523,77000.0,0,1,0,0,9ead4386a1c141fcaec06f864132df0c
60,6917,20161024,32000.0,0,1,0,0,35d901988c884e41896d66088ab9d258
69,6918,20171128,70000.0,1,0,0,0,ebd75cc3fdb740eb8b95014aa3dbf031
53,6919,20160203,110000.0,1,0,0,0,dce784e26f294101999d000fad9089bb
19,6920,20160131,53000.0,1,0,0,0,61e81e0f321d49e7a62c44a2595c3bab
61,6921,20180226,48000.0,0,1,0,0,aca4a4128fe64013834fe74966b01287
59,6922,20170306,83000.0,0,1,0,0,5da12276a82b4cdb908cb4977877d3b4
57,6923,20171121,50000.0,1,0,0,0,b58c3f7f4dea4173888d95644224f485
50,6924,20160919,76000.0,1,0,0,0,552ad5b22185465c9623c57019f72c26
0,6925,20160113,,0,0,0,1,cda8ba00df9e49c3a3a5d318ee4ce9e0
64,6926,20170914,97000.0,1,0,0,0,66275050f9a44ba28c9008f6e284eeac
47,6927,20180320,62000.0,0,1,0,0,444990e4558e4ff4aca87fae72c04034
70,6928,20160425,93000.0,1,0,0,0,982f2197b2c3414c976128bae1ba834a
49,6929,20151015,47000.0,0,1,0,0,40bbc83401e74e71ace9e09af32c516e
71,6930,20170821,37000.0,1,0,0,0,61bc0cd091d6413f88bedab9a30ed07e
67,6931,20170608,75000.0,1,0,0,0,936c6f2b0024490d947611e446bac46e
74,6932,20160815,80000.0,1,0,0,0,8bf054c6db1a44f1acfb4c40fdd59100
29,6933,20180125,67000.0,0,1,0,0,671a142bc07e47389b920cb0c37793bd
67,6934,20171208,74000.0,1,0,0,0,5d05e39fbc074051af5494d89040ed7b
66,6935,20180115,62000.0,1,0,0,0,a5eb8d8f9d90410fa3971ba125926072
57,6936,20151023,52000.0,0,1,0,0,638eb4b1d24b48e1bbcb15e5b5326650
43,6937,20180430,89000.0,0,1,0,0,ea30ebe987f34ecfb1b8561cd51a9d66
69,6938,20180212,84000.0,1,0,0,0,f02ff8f1d6954b4497ab84166ab48fe5
60,6939,20161204,38000.0,0,1,0,0,681634754d6e499f9d87ab72e5759b66
67,6940,20130828,63000.0,0,1,0,0,a1cf198e6f334dcb9a4a4f6d8f6d4b84
74,6941,20180428,65000.0,0,1,0,0,8eccb7f58aaf47c98a7a74ed6ba0d7a4
67,6942,20180510,65000.0,0,1,0,0,0e5242be49104c608825b24ee7b85fad
80,6943,20180417,72000.0,0,1,0,0,12e0c95d8db54ee48800073d5b0a1269
79,6944,20151228,101000.0,1,0,0,0,4849391c6fd14d47adc33353fbde6d82
66,6945,20170315,83000.0,0,1,0,0,d4a7ab8bfb7940479867e911e984505b
23,6946,20171227,66000.0,0,1,0,0,3069fa61e49643aa8554d080dcdddf41
37,6947,20151122,89000.0,1,0,0,0,035d5aa3c23a4059ae663b4c07aa26ce
44,6948,20180210,65000.0,0,1,0,0,a89e75b62ad648d68d4160653f36d901
0,6949,20171130,,0,0,0,1,71dcdf175893482cb9d00762e20939c0
89,6950,20171013,103000.0,1,0,0,0,e8aff9960beb45d784bfe145f960581d
63,6951,20150530,66000.0,0,1,0,0,2f21db46b5f84be5b4d14cac584cdc0d
0,6952,20160210,,0,0,0,1,de7b9f9bf7da44c1a540895e1f875189
43,6953,20170814,73000.0,1,0,0,0,e20a018d829b41e5a01e46d71a6dd009
75,6954,20160717,54000.0,0,1,0,0,c86e089ef00b4edbb4382f80fb0d2e77
0,6955,20180120,,0,0,0,1,b97d7d26a98e4df5861866ccd493fbb4
0,6956,20160904,,0,0,0,1,3bfb10e9ca4f4e6292425d16c0c1cff3
54,6957,20170916,66000.0,1,0,0,0,251d8e61db61415fbb3eee0b89ef40e1
41,6958,20180309,60000.0,0,1,0,0,d5783bc35544463ea658fec3ba5077df
71,6959,20170107,56000.0,0,1,0,0,ee6d71acc74a4b1183ef4a2822e652e5
50,6960,20160127,59000.0,1,0,0,0,6368c154e8014fa49bc178a60f453b04
60,6961,20170117,45000.0,1,0,0,0,9ea228a4b3f640c985cc123dbf59b8e4
66,6962,20160721,71000.0,0,1,0,0,8f640d43c9724dd5979461559671a541
47,6963,20171120,53000.0,1,0,0,0,d3087275deda496ca72179083b513392
75,6964,20171013,47000.0,0,1,0,0,f9503157aa944242ae1ab0c8376d1299
28,6965,20180126,46000.0,1,0,0,0,1f9e0510404c44a38d0d826f8f9e1dfc
41,6966,20171001,87000.0,1,0,0,0,31f4ecdde5b74471a33137bd0a926ec2
45,6967,20150227,35000.0,1,0,0,0,111c8272538f468c9801fd22d16ffcdc
0,6968,20170919,,0,0,0,1,a51f13b1321a4f6ea94788c442a4a6d9
36,6969,20170927,61000.0,0,1,0,0,07220f70535d46459cbe0ca0e2c85dec
83,6970,20170927,32000.0,0,1,0,0,bb8f4c201203433cb610477526658b13
74,6971,20161217,75000.0,1,0,0,0,701f5a2770694eff9d3863d73d5402f8
0,6972,20150911,,0,0,0,1,be5cfa1a3ec24c46847b4ec8cbb039bc
56,6973,20180706,96000.0,0,1,0,0,2f429d0f591845e48eaead903fed2c3b
36,6974,20171001,73000.0,1,0,0,0,23c90b19c0754fedba9ce517ff067213
85,6975,20160115,81000.0,1,0,0,0,a14d4f2ec359464f8d4aeac17b755903
75,6976,20180608,88000.0,1,0,0,0,f56d99366db74f57b3ed95696955ccbd
69,6977,20171116,74000.0,1,0,0,0,fd91690fcf5b477aa5b5bdedb238e907
73,6978,20171220,43000.0,1,0,0,0,2592eba5061344858194f091dea0af7b
44,6979,20180329,83000.0,1,0,0,0,8ce65a3b2b79468980312b5a61b77e29
70,6980,20150728,34000.0,0,1,0,0,7a96cdb7ae6047f7ad042e8f97e66ae0
53,6981,20170929,116000.0,0,1,0,0,5589f5c4d6164cb4bd1feaca5384315e
77,6982,20170902,34000.0,1,0,0,0,e6c2258206e042bda5c9cdf888ed1aa0
42,6983,20180507,54000.0,0,1,0,0,95d6656ab3d74c309ba5cd64099aadfd
76,6984,20171015,66000.0,0,1,0,0,d8fcb80361374a7cb328c43b94bcfeba
71,6985,20161122,57000.0,0,1,0,0,2a0e53dc299749af9cb7aa1f56036ec7
18,6986,20150812,49000.0,0,1,0,0,d15e46c18322472ab7e3dfbc2951aefa
69,6987,20150928,118000.0,1,0,0,0,3cded3f0894749648ccf3159d2bd9c79
53,6988,20160531,117000.0,1,0,0,0,1d3acfc18ee04b70b51e5fa1826c9621
75,6989,20180223,42000.0,0,1,0,0,fb99c38cdceb4f92bf004f4c3e95fff4
22,6990,20170807,68000.0,0,1,0,0,b3ba57dfc2d740f5807da2b270e96825
25,6991,20171020,46000.0,1,0,0,0,a6173195564d4c7ba641bc441b28c4f0
57,6992,20161125,71000.0,0,1,0,0,208d11d3c6a54e84b546b628c9528f43
0,6993,20161027,,0,0,0,1,a478d4a399874c789cbf3b478220fd68
52,6994,20170722,73000.0,0,1,0,0,8b52e9bd7cf1409ca13519014132a239
68,6995,20161226,78000.0,0,1,0,0,2efcae731db8472cbac17b3bea07a808
71,6996,20170531,105000.0,1,0,0,0,a3fb80657b0b48018345c415a72838b4
73,6997,20150912,55000.0,0,1,0,0,9a9e36298cb54b72a95fd6550ceff288
72,6998,20171122,62000.0,0,1,0,0,96ef48731cec466595fb2f9930694d53
36,6999,20180131,55000.0,0,1,0,0,7172905d28774ee196a599a883065be5
23,7000,20170907,40000.0,0,1,0,0,11b57777124f4b5485ed3826aeea3e6c
46,7001,20140118,68000.0,0,1,0,0,a1dcc22a7130456296338d45fec72622
57,7002,20180718,70000.0,1,0,0,0,1a15d81c06e74971aad99a8048b874e7
55,7003,20171024,98000.0,1,0,0,0,c0556f3c529748b0b04351a208187d5e
38,7004,20160624,55000.0,1,0,0,0,ec894ba87ade4d5d8a980e0b51c7fcd0
